Unnamed: 0,netParams.connParams.BC->BC_GABA.weight,netParams.connParams.BC->PYR_GABA.weight,netParams.connParams.OLM->PYR_GABA.weight,PYR,BC,OLM
5,0.0322714285714285,0.0041451428571428,0.3126857142857142,2.62,8.02,3.15
6,0.0322714285714285,0.0041451428571428,0.4145142857142856,2.71,8.24,2.38
7,0.0322714285714285,0.0041451428571428,0.5163428571428571,2.55,7.34,2.27
8,0.0322714285714285,0.0041451428571428,0.6181714285714285,2.52,7.03,2.71
9,0.0322714285714285,0.0041451428571428,0.72,2.49,6.89,2.31
10,0.0322714285714285,0.0051634285714285,0.0072,3.98,13.7,3.75
11,0.0322714285714285,0.0051634285714285,0.1090285714285714,3.05,7.71,2.47
12,0.0322714285714285,0.0051634285714285,0.2108571428571428,2.71,8.57,2.5
13,0.0322714285714285,0.0051634285714285,0.3126857142857142,2.61,7.92,2.73
14,0.0322714285714285,0.0051634285714285,0.4145142857142856,2.57,7.46,2.16
15,0.0322714285714285,0.0051634285714285,0.5163428571428571,2.61,8.52,2.78
16,0.0322714285714285,0.0051634285714285,0.6181714285714285,2.35,7.32,2.82
17,0.0322714285714285,0.0051634285714285,0.72,2.23,6.99,2.12
18,0.0322714285714285,0.0061817142857142,0.0072,3.77,12.1,3.37
19,0.0322714285714285,0.0061817142857142,0.1090285714285714,2.83,8.28,2.27
20,0.0322714285714285,0.0061817142857142,0.2108571428571428,2.51,7.09,2.67
21,0.0322714285714285,0.0061817142857142,0.3126857142857142,2.62,7.78,2.39
22,0.0322714285714285,0.0061817142857142,0.4145142857142856,2.66,7.39,2.15
23,0.0322714285714285,0.0061817142857142,0.5163428571428571,2.21,6.82,2.24
24,0.0322714285714285,0.0061817142857142,0.6181714285714285,2.5,6.84,1.91
25,0.0322714285714285,0.0061817142857142,0.72,2.34,7.49,2.67
26,0.0322714285714285,0.0072,0.0072,3.59,12.5,3.15
27,0.0322714285714285,0.0072,0.1090285714285714,2.87,9.52,2.36
28,0.0322714285714285,0.0072,0.2108571428571428,2.42,6.79,2.42
29,0.0322714285714285,0.0072,0.3126857142857142,2.46,7.05,1.99
30,0.0322714285714285,0.0072,0.4145142857142856,2.44,6.95,2.08
31,0.0322714285714285,0.0072,0.5163428571428571,2.23,6.68,2.19
32,0.0322714285714285,0.0072,0.6181714285714285,2.33,6.59,2.0
33,0.0322714285714285,0.0072,0.72,2.17,6.42,1.96
34,0.0386357142857142,7.2e-05,0.0072,10.0,25.9,11.3
35,0.0386357142857142,7.2e-05,0.1090285714285714,6.64,22.3,7.97
36,0.0386357142857142,7.2e-05,0.2108571428571428,5.07,15.1,7.46
37,0.0386357142857142,7.2e-05,0.3126857142857142,4.41,8.31,6.53
38,0.0386357142857142,7.2e-05,0.4145142857142856,3.93,8.84,5.64
39,0.0386357142857142,7.2e-05,0.5163428571428571,3.94,8.49,5.39
40,0.0386357142857142,7.2e-05,0.6181714285714285,4.94,7.83,6.03
41,0.0386357142857142,7.2e-05,0.72,4.88,7.66,6.11
42,0.0386357142857142,0.0010902857142857,0.0072,6.45,20.8,8.34
43,0.0386357142857142,0.0010902857142857,0.1090285714285714,4.62,17.4,6.75
44,0.0386357142857142,0.0010902857142857,0.2108571428571428,3.54,10.1,5.03
45,0.0386357142857142,0.0010902857142857,0.3126857142857142,3.13,8.02,4.09
46,0.0386357142857142,0.0010902857142857,0.4145142857142856,3.28,8.6,3.58
47,0.0386357142857142,0.0010902857142857,0.5163428571428571,2.73,7.58,3.27
48,0.0386357142857142,0.0010902857142857,0.6181714285714285,2.47,6.27,3.21
49,0.0386357142857142,0.0010902857142857,0.72,2.8,6.56,2.84
0,0.0386357142857142,0.0021085714285714,0.0072,5.5,17.8,6.84
1,0.0386357142857142,0.0021085714285714,0.1090285714285714,3.9,12.4,5.9
2,0.0386357142857142,0.0021085714285714,0.2108571428571428,3.04,8.56,3.79
3,0.0386357142857142,0.0021085714285714,0.3126857142857142,2.86,8.32,3.58
4,0.0386357142857142,0.0021085714285714,0.4145142857142856,2.59,7.69,3.29
5,0.0386357142857142,0.0021085714285714,0.5163428571428571,2.81,6.61,2.56
6,0.0386357142857142,0.0021085714285714,0.6181714285714285,2.64,6.42,2.42
7,0.0386357142857142,0.0021085714285714,0.72,2.62,6.55,2.49
8,0.0386357142857142,0.0031268571428571,0.0072,4.7,15.8,5.43
9,0.0386357142857142,0.0031268571428571,0.1090285714285714,3.01,7.04,2.83
10,0.0386357142857142,0.0031268571428571,0.2108571428571428,2.95,8.06,3.22
11,0.0386357142857142,0.0031268571428571,0.3126857142857142,2.86,7.51,3.08
12,0.0386357142857142,0.0031268571428571,0.4145142857142856,2.63,8.59,2.87
13,0.0386357142857142,0.0031268571428571,0.5163428571428571,2.57,6.74,2.56
14,0.0386357142857142,0.0031268571428571,0.6181714285714285,2.66,6.41,2.12
15,0.0386357142857142,0.0031268571428571,0.72,2.7,6.82,2.67
16,0.0386357142857142,0.0041451428571428,0.0072,4.37,14.4,4.62
17,0.0386357142857142,0.0041451428571428,0.1090285714285714,3.05,7.71,2.75
18,0.0386357142857142,0.0041451428571428,0.2108571428571428,2.79,7.48,2.44
19,0.0386357142857142,0.0041451428571428,0.3126857142857142,2.81,7.79,2.91
20,0.0386357142857142,0.0041451428571428,0.4145142857142856,2.67,8.07,2.48
21,0.0386357142857142,0.0041451428571428,0.5163428571428571,2.37,6.95,2.72
22,0.0386357142857142,0.0041451428571428,0.6181714285714285,2.75,8.73,2.28
23,0.0386357142857142,0.0041451428571428,0.72,2.73,8.98,3.09
24,0.0386357142857142,0.0051634285714285,0.0072,4.14,14.3,4.14
25,0.0386357142857142,0.0051634285714285,0.1090285714285714,2.98,6.73,2.35
26,0.0386357142857142,0.0051634285714285,0.2108571428571428,2.71,7.11,2.49
27,0.0386357142857142,0.0051634285714285,0.3126857142857142,2.93,8.38,2.54
28,0.0386357142857142,0.0051634285714285,0.4145142857142856,2.71,7.93,2.37
29,0.0386357142857142,0.0051634285714285,0.5163428571428571,2.69,8.22,2.25
30,0.0386357142857142,0.0051634285714285,0.6181714285714285,2.82,8.32,2.82
31,0.0386357142857142,0.0051634285714285,0.72,2.46,6.83,2.15
32,0.0386357142857142,0.0061817142857142,0.0072,3.92,11.7,3.83
33,0.0386357142857142,0.0061817142857142,0.1090285714285714,3.03,7.11,2.31
34,0.0386357142857142,0.0061817142857142,0.2108571428571428,2.71,7.59,2.58
35,0.0386357142857142,0.0061817142857142,0.3126857142857142,2.58,7.88,2.25
36,0.0386357142857142,0.0061817142857142,0.4145142857142856,2.52,8.94,2.76
37,0.0386357142857142,0.0061817142857142,0.5163428571428571,2.57,7.88,2.13
38,0.0386357142857142,0.0061817142857142,0.6181714285714285,2.54,7.33,2.63
39,0.0386357142857142,0.0061817142857142,0.72,2.4,7.14,2.0
40,0.0386357142857142,0.0072,0.0072,3.79,10.9,3.66
41,0.0386357142857142,0.0072,0.1090285714285714,2.83,8.15,2.77
42,0.0386357142857142,0.0072,0.2108571428571428,2.56,7.63,2.65
43,0.0386357142857142,0.0072,0.3126857142857142,2.4,7.14,2.37
44,0.0386357142857142,0.0072,0.4145142857142856,2.43,7.96,2.23
45,0.0386357142857142,0.0072,0.5163428571428571,2.48,7.64,2.05
46,0.0386357142857142,0.0072,0.6181714285714285,2.5,7.34,2.22
47,0.0386357142857142,0.0072,0.72,2.57,7.56,2.08
48,0.045,7.2e-05,0.0072,10.4,25.8,12.1
49,0.045,7.2e-05,0.1090285714285714,5.97,7.38,7.76
0,0.045,7.2e-05,0.2108571428571428,5.86,19.9,7.92
1,0.045,7.2e-05,0.3126857142857142,4.3,10.7,6.42
2,0.045,7.2e-05,0.4145142857142856,4.32,8.34,5.97
3,0.045,7.2e-05,0.5163428571428571,4.75,9.01,5.75
4,0.045,7.2e-05,0.6181714285714285,4.94,8.11,6.24
5,0.045,7.2e-05,0.72,5.06,7.45,6.5
6,0.045,0.0010902857142857,0.0072,6.98,21.7,9.14
7,0.045,0.0010902857142857,0.1090285714285714,4.71,17.7,6.83
8,0.045,0.0010902857142857,0.2108571428571428,3.82,13.4,5.69
9,0.045,0.0010902857142857,0.3126857142857142,3.36,11.2,4.38
10,0.045,0.0010902857142857,0.4145142857142856,3.02,8.68,3.77
11,0.045,0.0010902857142857,0.5163428571428571,2.78,7.87,3.33
12,0.045,0.0010902857142857,0.6181714285714285,2.98,7.84,2.75
13,0.045,0.0010902857142857,0.72,2.91,7.94,2.93
14,0.045,0.0021085714285714,0.0072,5.54,18.2,6.75
15,0.045,0.0021085714285714,0.1090285714285714,3.9,14.3,5.86
16,0.045,0.0021085714285714,0.2108571428571428,3.21,9.35,3.55
17,0.045,0.0021085714285714,0.3126857142857142,2.94,8.9,3.74
18,0.045,0.0021085714285714,0.4145142857142856,2.9,9.32,3.33
19,0.045,0.0021085714285714,0.5163428571428571,2.73,7.64,2.78
20,0.045,0.0021085714285714,0.6181714285714285,2.82,7.33,2.63
21,0.045,0.0021085714285714,0.72,2.83,8.35,2.54
22,0.045,0.0031268571428571,0.0072,5.01,16.2,5.8
23,0.045,0.0031268571428571,0.1090285714285714,3.2,6.92,3.12
24,0.045,0.0031268571428571,0.2108571428571428,3.11,8.0,2.63
25,0.045,0.0031268571428571,0.3126857142857142,3.17,11.3,4.1
26,0.045,0.0031268571428571,0.4145142857142856,2.65,7.5,2.86
27,0.045,0.0031268571428571,0.5163428571428571,2.91,8.71,3.06
28,0.045,0.0031268571428571,0.6181714285714285,2.95,8.28,2.98
29,0.045,0.0031268571428571,0.72,2.93,7.71,2.58
30,0.045,0.0041451428571428,0.0072,4.59,15.0,5.12
31,0.045,0.0041451428571428,0.1090285714285714,3.31,9.59,3.77
32,0.045,0.0041451428571428,0.2108571428571428,2.96,8.02,3.34
33,0.045,0.0041451428571428,0.3126857142857142,2.81,7.41,2.75
34,0.045,0.0041451428571428,0.4145142857142856,2.98,8.84,3.0
35,0.045,0.0041451428571428,0.5163428571428571,2.58,7.05,2.48
36,0.045,0.0041451428571428,0.6181714285714285,2.89,8.39,2.42
37,0.045,0.0041451428571428,0.72,2.62,7.51,2.23
38,0.045,0.0051634285714285,0.0072,4.2,13.1,4.19
39,0.045,0.0051634285714285,0.1090285714285714,2.93,6.79,2.84
40,0.045,0.0051634285714285,0.2108571428571428,2.69,7.24,3.32
41,0.045,0.0051634285714285,0.3126857142857142,2.66,8.55,2.87
42,0.045,0.0051634285714285,0.4145142857142856,2.83,8.11,2.56
43,0.045,0.0051634285714285,0.5163428571428571,2.74,8.01,2.43
44,0.045,0.0051634285714285,0.6181714285714285,2.67,7.17,2.7
45,0.045,0.0051634285714285,0.72,2.48,6.62,2.39
46,0.045,0.0061817142857142,0.0072,4.2,14.7,4.6
47,0.045,0.0061817142857142,0.1090285714285714,3.08,7.88,2.58
48,0.045,0.0061817142857142,0.2108571428571428,2.56,6.87,2.71
49,0.045,0.0061817142857142,0.3126857142857142,2.67,7.33,2.44
0,0.045,0.0061817142857142,0.4145142857142856,2.57,7.39,2.45
1,0.045,0.0061817142857142,0.5163428571428571,2.87,9.18,2.53
2,0.045,0.0061817142857142,0.6181714285714285,2.64,7.15,2.79
3,0.045,0.0061817142857142,0.72,2.48,7.07,2.04
4,0.045,0.0072,0.0072,3.83,8.95,3.35
5,0.045,0.0072,0.1090285714285714,3.05,8.6,2.87
6,0.045,0.0072,0.2108571428571428,2.62,7.66,2.86
7,0.045,0.0072,0.3126857142857142,2.46,7.13,2.94
8,0.045,0.0072,0.4145142857142856,2.9,8.05,2.31
9,0.045,0.0072,0.5163428571428571,2.51,6.55,2.46
10,0.045,0.0072,0.6181714285714285,2.78,7.95,2.6
11,0.045,0.0072,0.72,2.35,6.47,2.25
