netParams.connParams.PYR->BC_AMPA.weight,netParams.connParams.PYR->OLM_AMPA.weight,netParams.connParams.PYR->PYR_AMPA.weight,run
0.0010542857142857144,0.0010542857142857144,0.00017171428571428573,150.0
0.0010542857142857144,0.0010542857142857144,0.0002,151.0
0.0010542857142857144,0.0015634285714285715,2.0000000000000003e-06,152.0
0.0010542857142857144,0.0015634285714285715,3.0285714285714288e-05,153.0
0.0010542857142857144,0.0015634285714285715,5.8571428571428575e-05,154.0
0.0010542857142857144,0.0015634285714285715,8.685714285714286e-05,155.0
0.0010542857142857144,0.0015634285714285715,0.00011514285714285714,156.0
0.0010542857142857144,0.0015634285714285715,0.00014342857142857142,157.0
0.0010542857142857144,0.0015634285714285715,0.00017171428571428573,158.0
0.0010542857142857144,0.0015634285714285715,0.0002,159.0
0.0010542857142857144,0.002072571428571429,2.0000000000000003e-06,160.0
0.0010542857142857144,0.002072571428571429,3.0285714285714288e-05,161.0
0.0010542857142857144,0.002072571428571429,5.8571428571428575e-05,162.0
0.0010542857142857144,0.002072571428571429,8.685714285714286e-05,163.0
0.0010542857142857144,0.002072571428571429,0.00011514285714285714,164.0
0.0010542857142857144,0.002072571428571429,0.00014342857142857142,165.0
0.0010542857142857144,0.002072571428571429,0.00017171428571428573,166.0
0.0010542857142857144,0.002072571428571429,0.0002,167.0
0.0010542857142857144,0.002581714285714286,2.0000000000000003e-06,168.0
0.0010542857142857144,0.002581714285714286,3.0285714285714288e-05,169.0
0.0010542857142857144,0.002581714285714286,5.8571428571428575e-05,170.0
0.0010542857142857144,0.002581714285714286,8.685714285714286e-05,171.0
0.0010542857142857144,0.002581714285714286,0.00011514285714285714,172.0
0.0010542857142857144,0.002581714285714286,0.00014342857142857142,173.0
0.0010542857142857144,0.002581714285714286,0.00017171428571428573,174.0
0.0010542857142857144,0.002581714285714286,0.0002,175.0
0.0010542857142857144,0.003090857142857143,2.0000000000000003e-06,176.0
0.0010542857142857144,0.003090857142857143,3.0285714285714288e-05,177.0
0.0010542857142857144,0.003090857142857143,5.8571428571428575e-05,178.0
0.0010542857142857144,0.003090857142857143,8.685714285714286e-05,179.0
0.0010542857142857144,0.003090857142857143,0.00011514285714285714,180.0
0.0010542857142857144,0.003090857142857143,0.00014342857142857142,181.0
0.0010542857142857144,0.003090857142857143,0.00017171428571428573,182.0
0.0010542857142857144,0.003090857142857143,0.0002,183.0
0.0010542857142857144,0.0036000000000000003,2.0000000000000003e-06,184.0
0.0010542857142857144,0.0036000000000000003,3.0285714285714288e-05,185.0
0.0010542857142857144,0.0036000000000000003,5.8571428571428575e-05,186.0
0.0010542857142857144,0.0036000000000000003,8.685714285714286e-05,187.0
0.0010542857142857144,0.0036000000000000003,0.00011514285714285714,188.0
0.0010542857142857144,0.0036000000000000003,0.00014342857142857142,189.0
0.0010542857142857144,0.0036000000000000003,0.00017171428571428573,190.0
0.0010542857142857144,0.0036000000000000003,0.0002,191.0
0.0015634285714285715,3.6e-05,2.0000000000000003e-06,192.0
0.0015634285714285715,3.6e-05,3.0285714285714288e-05,193.0
0.0015634285714285715,3.6e-05,5.8571428571428575e-05,194.0
0.0015634285714285715,3.6e-05,8.685714285714286e-05,195.0
0.0015634285714285715,3.6e-05,0.00011514285714285714,196.0
0.0015634285714285715,3.6e-05,0.00014342857142857142,197.0
0.0015634285714285715,3.6e-05,0.00017171428571428573,198.0
0.0015634285714285715,3.6e-05,0.0002,199.0
