netParams.connParams.PYR->BC_AMPA.weight,netParams.connParams.PYR->OLM_AMPA.weight,netParams.connParams.PYR->PYR_AMPA.weight,run
0.0036000000000000003,3.6e-05,5.8571428571428575e-05,450.0
0.0036000000000000003,3.6e-05,8.685714285714286e-05,451.0
0.0036000000000000003,3.6e-05,0.00011514285714285714,452.0
0.0036000000000000003,3.6e-05,0.00014342857142857142,453.0
0.0036000000000000003,3.6e-05,0.00017171428571428573,454.0
0.0036000000000000003,3.6e-05,0.0002,455.0
0.0036000000000000003,0.0005451428571428572,2.0000000000000003e-06,456.0
0.0036000000000000003,0.0005451428571428572,3.0285714285714288e-05,457.0
0.0036000000000000003,0.0005451428571428572,5.8571428571428575e-05,458.0
0.0036000000000000003,0.0005451428571428572,8.685714285714286e-05,459.0
0.0036000000000000003,0.0005451428571428572,0.00011514285714285714,460.0
0.0036000000000000003,0.0005451428571428572,0.00014342857142857142,461.0
0.0036000000000000003,0.0005451428571428572,0.00017171428571428573,462.0
0.0036000000000000003,0.0005451428571428572,0.0002,463.0
0.0036000000000000003,0.0010542857142857144,2.0000000000000003e-06,464.0
0.0036000000000000003,0.0010542857142857144,3.0285714285714288e-05,465.0
0.0036000000000000003,0.0010542857142857144,5.8571428571428575e-05,466.0
0.0036000000000000003,0.0010542857142857144,8.685714285714286e-05,467.0
0.0036000000000000003,0.0010542857142857144,0.00011514285714285714,468.0
0.0036000000000000003,0.0010542857142857144,0.00014342857142857142,469.0
0.0036000000000000003,0.0010542857142857144,0.00017171428571428573,470.0
0.0036000000000000003,0.0010542857142857144,0.0002,471.0
0.0036000000000000003,0.0015634285714285715,2.0000000000000003e-06,472.0
0.0036000000000000003,0.0015634285714285715,3.0285714285714288e-05,473.0
0.0036000000000000003,0.0015634285714285715,5.8571428571428575e-05,474.0
0.0036000000000000003,0.0015634285714285715,8.685714285714286e-05,475.0
0.0036000000000000003,0.0015634285714285715,0.00011514285714285714,476.0
0.0036000000000000003,0.0015634285714285715,0.00014342857142857142,477.0
0.0036000000000000003,0.0015634285714285715,0.00017171428571428573,478.0
0.0036000000000000003,0.0015634285714285715,0.0002,479.0
0.0036000000000000003,0.002072571428571429,2.0000000000000003e-06,480.0
0.0036000000000000003,0.002072571428571429,3.0285714285714288e-05,481.0
0.0036000000000000003,0.002072571428571429,5.8571428571428575e-05,482.0
0.0036000000000000003,0.002072571428571429,8.685714285714286e-05,483.0
0.0036000000000000003,0.002072571428571429,0.00011514285714285714,484.0
0.0036000000000000003,0.002072571428571429,0.00014342857142857142,485.0
0.0036000000000000003,0.002072571428571429,0.00017171428571428573,486.0
0.0036000000000000003,0.002072571428571429,0.0002,487.0
0.0036000000000000003,0.002581714285714286,2.0000000000000003e-06,488.0
0.0036000000000000003,0.002581714285714286,3.0285714285714288e-05,489.0
0.0036000000000000003,0.002581714285714286,5.8571428571428575e-05,490.0
0.0036000000000000003,0.002581714285714286,8.685714285714286e-05,491.0
0.0036000000000000003,0.002581714285714286,0.00011514285714285714,492.0
0.0036000000000000003,0.002581714285714286,0.00014342857142857142,493.0
0.0036000000000000003,0.002581714285714286,0.00017171428571428573,494.0
0.0036000000000000003,0.002581714285714286,0.0002,495.0
0.0036000000000000003,0.003090857142857143,2.0000000000000003e-06,496.0
0.0036000000000000003,0.003090857142857143,3.0285714285714288e-05,497.0
0.0036000000000000003,0.003090857142857143,5.8571428571428575e-05,498.0
0.0036000000000000003,0.003090857142857143,8.685714285714286e-05,499.0
